killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
S686,Rou_98k,31,458519.5,628820.4,ERANGEL,2U4GBNA0YmmFNG5M5lBIFV2roAQ0JS7cndA3dwUynisvVMHvs3tvq-Fj-qoG2Zhu,129,chinese-M,38,458544.1,628568.6
Mini 14,BIGWEENIEOZ,4,419326.6,324061.2,ERANGEL,2U4GBNA0Yml1IItQYuONAotDN3uEaW05ZDhN7FioMz37bF5OGsA5-xzi7_NiRSmn,201,Run-In-The-Bush,35,418589.6,324552.1
S12K,MLG_Vaper,31,529940.6,249539.1,ERANGEL,2U4GBNA0YmneJpK-9YuffKJx9jMny0G8dHzWocsVNY5lZrNtw2OdccQwsKuSqgXE,618,8Dqwer,49,529925.4,249838.5
Down and Out,AlexwinsNao,19,213314.7,268853.2,ERANGEL,2U4GBNA0YmklXO06wHvsGX0ZKKijgSyYy53iOp6yqhvh-wnT_t5N2qMNhNIefWj1,362,TheGenericPanda,25,213913.2,269064.5
M416,aqua_v,10,436185.6,281214.2,MIRAMAR,2U4GBNA0Yml4GPXI0RB3UDhcvKVCX5vNXbVLgKWV2bQLAX73KHWUSbk0vYcdLVrp,204,Kolombian,43,436156.6,280735
Down and Out,ChiJi-SOS,4,241095.8,438755.2,ERANGEL,2U4GBNA0YmmX1kLB31XW2NJ2K6H2S_1jxyvkMPBSJ30ZKwt6FWBpLSmYkqzKfiDK,1608,StealthNinja182,NA,241419.2,439038.3
Grenade,UndefeatedRain,12,198020.2,296219.8,ERANGEL,2U4GBNA0YmkCa8uamBOWLJF2zE_kvpQONeDXkgC5lc5nKdwyUFwfgnU5t52BjiFQ,1363,UnbeatenPang,12,196988,296157.5
Down and Out,r1cKyy_,2,367362.5,288669.4,MIRAMAR,2U4GBNA0YmknH2X9AziqVUGrgpkrJ9hNW8dEopgmau3v_TUMUrEktLLkTchw3pQx,269,Ironasshole,38,367091.2,289198.5
Mini 14,whitecoat0,1,368196.5,361083.8,ERANGEL,2U4GBNA0Ymn_xcj5PNO5JvUJR9KMCpK8tIUskzYS-p5wJptqjia4VxxiyCu_xnYu,1719,Wangstr,4,377332.9,359234.3
SCAR-L,kikoryu,10,368771.1,511923,ERANGEL,2U4GBNA0YmlpFh4FhjjGYsvznlaS7O81wGksRvjQ7LvCPctwy8oddXX_0OhmYuCQ,330,DJ66666666,22,363306.8,511630.1
SCAR-L,Avuze,3,465782.3,518621.7,MIRAMAR,2U4GBNA0YmkFFZb-_nUqfBa_Amn-lJ6Goc9mWiXawmgpObl9Bv5pAZQs7A22fFeP,671,gxwudi111,43,466561.8,518841.4
SCAR-L,FateSlayr169,18,467294.5,477186.7,ERANGEL,2U4GBNA0Ymm_dd2fh3mwLdeg4S5NTv1P8PZitkoEJHXSfELuIli3K-_regmWPZPc,589,Bomboi,16,469416.2,473398.3
S1897,Max_is_Vulgar,14,411615,293699.2,ERANGEL,2U4GBNA0YmknaEdYRiAdq8FmdkkNrZVZ0z-HDvGvsH64lnWAbRuOPfX6oiyMTH56,385,DVuSShadow,25,412177.2,293875.4
S1897,callme_jack_2tap,18,445683.4,629599.5,ERANGEL,2U4GBNA0YmkJwGrXu16B2X8qvGtsjJHaS4UaTwnEesDX7xDUQgy52Myl-fyZ5cuK,310,DaJiJiOX,21,445666.7,629111.3
Tommy Gun,maiguo,4,390446.6,288159.9,ERANGEL,2U4GBNA0YmnijkZWhWj-xtJ-DGLVEao7I4Ndc9MVtg1VYaNiiP37hn7FQQ5DPf2p,185,Hunterge,20,390358.3,287858.2
Down and Out,NA,NA,NA,NA,ERANGEL,2U4GBNA0YmmYG-846AGDWQsAXk45WW8cHA7wwwOQ8B3yc5tdTlOrRr0gOU6Gq_HY,1237,nishizhengdegou,2,0,0
AKM,dabozi666,8,575143.8,429051.6,ERANGEL,2U4GBNA0Ymm339sLiK4xOPlsguWMsLHUoiSsZDvSjmCO8ISRHQNlhUlDc9if6fF5,837,xiaomeizuimengla,15,575226.7,428845.3
P92,White__Face,23,372875.2,415786.9,ERANGEL,2U4GBNA0YmmzUBYhOB9AoWHoVbfSOKd_ZOgXYOK-XHIFYdRkkpl8D0aoAiS5T8pw,186,XsalamislapperX,26,373141.2,416092.8
Down and Out,Gevln,3,548180.3,354650.2,ERANGEL,2U4GBNA0YmnGmzqikv8OM2EcrMLJa3z0mRP6LwsslWFlsDbbpFbyV7qPyTltr7SG,1603,WASUPNOOBS,6,554555.6,348648.9
Mini 14,SaltySandy,20,558277.5,164868.9,ERANGEL,2U4GBNA0Ymm-3xXkqWiqVgGHtWoWbRj3kqVqdk96GYmmGdrqMfOxMTvDiPo_hvyD,1053,Kratos1218,37,571146.2,176742.1
P1911,AstronautCorgi,11,425195.2,327042.8,ERANGEL,2U4GBNA0YmkxcLqf_Wd5fM9dEixX5-oMXEeOPV7L7Adbz05JEJlmpiWHoY62DHXQ,112,SiiickSnipes,84,424241.4,327047.5
AKM,007qinghe,20,524196.1,374343.3,MIRAMAR,2U4GBNA0YmmI4YHszwUx7eano53eo7xWbFhNz2ReNLeHDA8IOIfauVsr_1jHaGmM,297,woaizitong,34,525012.1,374157.4
Down and Out,Dispelosin,14,487836.2,455525.1,ERANGEL,2U4GBNA0YmmDqwno2atC3m7x0q9toTiLuXS5Uk5E4R5Uf4zYZI4XlKMXOQCqvNnq,171,Chox1996,47,487725.8,454967.6
Down and Out,w1231x,5,440095.3,339203.8,ERANGEL,2U4GBNA0YmmYOE39n57zaqlG0LLdHEKF9sBFBFqwxYOuIQNczcvrOMo2h7nA_xO1,219,GabeValentine,35,439127.8,338841.9
Down and Out,YaMom,3,412287.4,394270.4,ERANGEL,2U4GBNA0Ymk_a_H4VY7w3Jf6Qkv2L9HXVFwbwP6Ay-JXqrOl-c3S-cRajW77xPGF,1600,XiaoHu561,4,390508.9,385642.6
Mini 14,xiaoqinggua,10,367998.3,389728.3,ERANGEL,2U4GBNA0YmlPtnrjrhaHEJA82907gIhyadJMQiozFEjWUiHo6mhGSUTq93C6IJMj,825,handsome-,15,376041.9,374025.2
SKS,Thrillingkill,2,557112.1,386103.8,ERANGEL,2U4GBNA0YmmFPvbmrspjGGTUgVVxhXOOKGai7BMuL1ngxwZ0Dy_vvspLwSzUINoA,1662,Hashwell,3,536836.4,391076.4
Bluezone,NA,NA,NA,NA,ERANGEL,2U4GBNA0YmlnGZoSAQKNj7CnVT97eTmRAYEjJxk2Dp6kakv3uUhSbC64UXVlv56Y,760,XXXDouble,26,0,0
M416,ChenYan_N,6,362971,419585.3,MIRAMAR,2U4GBNA0YmkayEFXRoh09UnsVbfXswzNQCtO_uoOQdkxUuyWHeesloKjzOdvnRzB,735,KillingLove,19,360065.2,423127.3
Down and Out,yangjingming6666,26,523104.1,364962.8,NA,2U4GBNA0YmmQ9-9sgc66_cTU_nwVbtG14iXUTNiuLBP10L_AWISTi6LFT6iGIimg,1475,Logilistix,7,557615.4,354326.4
Bluezone,NA,NA,NA,NA,ERANGEL,2U4GBNA0YmkoWpM8dEwVnylF_-2mPad5gL0zfYXS33L-28hkOwDyVLeF6HsKSUd5,1490,LAO1uo,13,157353.6,223785.3
Mini 14,Amazing113,1,549560.2,456887.6,ERANGEL,2U4GBNA0YmkKFYD-nObQr05sJqGUkijfVqLxXWp9oti4NfckuKerrjRLzCxjga6t,1684,samoye132,2,554072.6,431178.9
SCAR-L,Deo_Co_Kuu,18,153052.4,304106.5,ERANGEL,2U4GBNA0YmnU2B_JhFiiKAhpLYjCLwE9NZ2Vh4k4EwpPtPb6-DN8YwnzbBach2Nx,518,PaPPz,20,162233.2,299603.3
Mini 14,yebinnan,1,462866.6,457643.9,ERANGEL,2U4GBNA0Yml5ioqhXMv8OOxHcs4dqHnto9-e9P_oC-gaYXi96oAK8GukY4OdD8P9,1672,Postman_Sam,3,463669.2,447346.8
Mini 14,Satomi_rentaro,1,523879.3,243026.8,ERANGEL,2U4GBNA0YmmiNNacTRoh8_2zNr1fftltmEB_F-ELRTpYqsIe07utMGk62t6BeC8w,740,mmnbbvc123,16,524438.3,242921.7
M249,ScorchingTaco,8,468385.4,472402.5,ERANGEL,2U4GBNA0Yml4hNOkqwKxtakv9tdlfltuydlEIqNRHBbVBSYZbh9CevF47bj0Nkbg,806,theonlychickenn,24,468547.3,472729.5
M16A4,LJXzeus,2,528049.9,565929.6,ERANGEL,2U4GBNA0Ymn_HxK_d-8GKBuoVlQd85AAahQTt3pGI4LUKUeT6EqO2ZHR2K8L_hl9,1793,zhuxiao2017,3,527608.1,564237.8
Bluezone,NA,NA,NA,NA,ERANGEL,2U4GBNA0Ymnw9hX0U8yE-bqa6HSSW5eCEHqqajkZAHduy0dMGCfOvip9OOmSAPy4,1328,FEIxiaoxin,13,0,0
Micro UZI,DaJJMengMei-,11,543895.6,234554.9,ERANGEL,2U4GBNA0YmkuUH1Kqnz9S_p1eInijfqDkwMFsMXE_7WGt-Nnjm3JFJ75Hm9qiQLr,300,dandeer,24,544038.2,234853.2
Down and Out,Tgcarpe,24,562893.8,134597.1,ERANGEL,2U4GBNA0YmlFkbaEB_8jcYKsk3b06a3y91EpAI-MSO9OV4c98Eu4fnTWZaRZFFP_,316,qqwwer110,34,561948.4,135237.1
UMP9,Playmate_LFY,32,451665.3,629321.9,ERANGEL,2U4GBNA0YmmeNnkJutCWQb9TDaNzocEBNIQQx1tESzsd8tGE2BGvZrFXHYbahwIm,186,KUHS0609,61,450795.1,629354.8
M16A4,jconey,23,279137.6,331512.7,ERANGEL,2U4GBNA0Ymm1Hv-_WokBuJZggcmcruJ_HMLK6keRQnt8XJPWNbbfT8S8ZY8di-xz,870,Snowy_FTJ,24,285275.7,335031.9
Down and Out,SUCK_MY_ASSs,2,373218.5,384703.9,ERANGEL,2U4GBNA0YmlD-PoYqK-cfmwBTVrQ2USq4IeKyVeX-leN7QjK4fU2eQaVKDDlFfUW,1901,Applecap822,3,376668.7,378399.2
SCAR-L,Gelatinous-Cube,1,153253.1,294183.6,ERANGEL,2U4GBNA0YmmW4LdzXdiDpqQy39nbWMXyxQAPvxtVtMvk7NffhTDxeViL--jpa1xB,407,niyuangege,10,153157.1,293861.4
S12K,kkiuy1234,38,366351.6,409961.1,ERANGEL,2U4GBNA0YmnWschgBUvbUuUkPZ4-4EaO3ijT0x4sxwegOvlMtq2V54kU5XqEsygq,177,BobMessedWithyou,45,366065.6,410025.9
Down and Out,NA,NA,NA,NA,ERANGEL,2U4GBNA0YmmEzjpUJYTdS1ew4P8kttOY3dSjmKqVKnz-YoGgu9qP_uM6rQGTZbP-,1766,bulldalv,3,603371.8,249900.9
S686,Travison,3,421762,324721.3,ERANGEL,2U4GBNA0YmlhHkg_nl8bI_2uhvCKVwq-ybG8Iv0Iyu_ukoVtL4QGkiUoNNTeq_fJ,360,THE_GOURMET,64,422263.9,325465.6
M16A4,cxf88888,32,732437,436769.5,ERANGEL,2U4GBNA0YmmIgvj64UhlkbL3O0ubwUFQHZzuoz1ZJf3s_oxaeykRa5O2CVnIFb7T,210,Jodipigeo,42,732292.4,436655.1
SCAR-L,66555,3,421586.6,354885.5,ERANGEL,2U4GBNA0YmkzALo37hXdhQu1LCNDvtAyGrOhWtYzpKRv9pGKF_cmx8-2q-wvU4MJ,1416,az402,10,421774.3,355145.1
Punch,Ceezy,16,270490.2,483497.1,ERANGEL,2U4GBNA0YmlPK-RP4Bqh_LKxwXO3KozH0OpfWINo7YGdZvMdG8UJBwoAhrXzO-04,380,Katusco,18,270392.6,483482.2
Down and Out,dachengzi1162,23,169611.8,287422.9,ERANGEL,2U4GBNA0YmnpNyHzgpG2UpoMavQ_6bAQqUnZrana5NUDay2Rw70tbterJCTYnNHF,295,Ftenk,24,170689.4,287777.4
M16A4,Azrealol,15,389704.7,286699.1,ERANGEL,2U4GBNA0YmndKoZlN0NsL7SAN1ynIDEnHbEln4SpwlMpzmEfieuzUUaD3auObKXW,380,Chopshtix_,18,390185.5,286673.9
Punch,Hao-hh,44,321012.7,641707.5,ERANGEL,2U4GBNA0YmmggQqAfUUvGkSefPAsYPAWJEWGhMXFLMOyBaZcNx3xFHKzPisJDEoc,123,dealkings,5,0,0
M16A4,kiralex,11,390795.6,348212.4,ERANGEL,2U4GBNA0Ymnl40flnSCoLRVXS4irEbCU1p0YxidCXegMlkF2zQ_SVp6fz59ivOGq,355,BroKeN_BoNeS-,54,391159.9,347546.2
S1897,Prochineseman,4,414776.6,289341.3,ERANGEL,2U4GBNA0YmnOEthyvwkMxh-qpUT8amCJ5g4tS26r_WbWotip6JPnhYOxzufUsXov,598,ThoRne_G,16,414423.9,289643.2
SKS,sealofgod,3,417539.3,201590.7,ERANGEL,2U4GBNA0YmkqhayrEchNCZLYECnJGXGo6ANzUGGJxejNkksGFiKNXxfRm5ArDpLJ,1381,IntroFlux,8,412582.1,220316.1
SKS,KaWaYiNai01,3,367550.9,388965.8,ERANGEL,2U4GBNA0YmlOz4P3TOqg3Wa4Uw5kHsDTcbobijMUZK6WlhFflyLtH2dG23POPyfY,1491,xyfandytt,11,395178.4,372907.9
S686,MoyuK2,1,142286.2,269127.2,ERANGEL,2U4GBNA0Ymksny4geoec__3kq-qNhTVFEwrODhyzD8f7c3LdWofdCvb4HTS_uSnL,212,StonerPhil,26,0,0
M416,cisha007,58,377479.9,444986.2,MIRAMAR,2U4GBNA0YmmV2H14YUpN_Ep0RXw5qarxtEdrvYTVgQFJkjyMAhEph5u7nmd6YQg7,183,kiggllll,70,376715.9,446441.7
M416,RiskyEtiquette,10,197329.7,270144.7,ERANGEL,2U4GBNA0YmmqgBBLKRPE9pU5euS1rNl8WR_YyaEwE80Ii0VNDt0Z_bTFvPTg8lor,288,el3y,36,197105.2,269499.8
UMP9,Schlabitz1903,5,472123.6,371085.2,ERANGEL,2U4GBNA0YmnaVF75DJIcK_lGT9Z43-d-sp7-lu3ToT_0TxTMR8eR_Ja2BWdV3ozb,1342,gyh21231,2,468157.8,371167.4
Dacia,NA,NA,NA,NA,ERANGEL,2U4GBNA0YmndJ0Gwz47B-Jy8POCqXivrbAOj0xErrx-0G1g_AXRXwNA4dmJprCYd,766,DABPLYA,40,388399.7,437440.7
Bluezone,NA,NA,NA,NA,ERANGEL,2U4GBNA0YmncvWi8WTsz3wdsNI6G3zAbomK11aZaISKGp0-tKD0Rv4xt4clwBaQZ,832,JIN-CHUAN,59,0,0
AKM,2046577867,7,615388.8,615769.6,ERANGEL,2U4GBNA0YmmTjsV8yK-JA83KcGIx6VehLoVdxdG7El6-x9Vogkq16YXtx2hmf-l4,384,YunShao828,23,619887.4,618135.6
AKM,76SamF,24,617378.4,293830.7,ERANGEL,2U4GBNA0Yml3HjnhpCk2LvuVBvZDand_Zc1mfJEedRIGOXeT-yXKT2sgmjGVGruL,270,eminem0191,67,611452.6,298628.1
Down and Out,fanbenben,4,566358.8,249597.1,ERANGEL,2U4GBNA0YmnuF3QExZpdHGQnuAtYbh-A6QHIDTKKzqTBPDchJz3DwCx8fGjU5Rxb,1495,WeLikeAich,8,566222.4,250361
SKS,#unknown,19,368032.3,402338.2,ERANGEL,2U4GBNA0YmkZFOEjObSYllKR6hHzBG_4TM-mrMOtpCbLzBeoKBeg_jl3w1mhm2w_,231,#unknown,21,368209.9,403778.7
AKM,#unknown,2,415175.2,290538.4,ERANGEL,2U4GBNA0YmkZFOEjObSYllKR6hHzBG_4TM-mrMOtpCbLzBeoKBeg_jl3w1mhm2w_,861,lksjfl0259,17,418897.1,292320.8
M416,CynicalCannon,30,362790,408881.6,ERANGEL,2U4GBNA0YmnSw1JOdJdJ0xRCepI4yZNscbrzwjfNKU777BXPw4PMxWkI9cFEP55A,286,2STggxy,34,365182.3,404741.1
SCAR-L,SpicyTunaRoll-,2,575519.4,270694.5,ERANGEL,2U4GBNA0YmmsQLWKQiT-fIH0FKRUjVQqUekxPn03TwpxRmGuSqIbO8fc0irlRoMF,966,GrtheBustard,8,568776.2,276780.4
Punch,Hupeng909,5,490657.3,451211.9,ERANGEL,2U4GBNA0Ymk0Q2REXbXL5zXw6dS0KkFWEbH1X674VqEhmj36W0510fNZ10ECkUCj,205,ob66666,28,0,0
SCAR-L,Masturblazin,12,610533.1,597513,ERANGEL,2U4GBNA0YmmVgnVXGyWZytqNJm4TAtgxF_Sor823BfPNdhPZIW9rOlMrH-HtuWLF,305,Poison-SUN,32,610375.3,597271.4
Kar98k,6-guo,1,690745.3,392661.2,MIRAMAR,2U4GBNA0YmnnVx46yr5taCMfVLMoB5M2VZTD_frpPGR_eRG8XjTLfHlHTiXOSmNQ,1861,Dedmisha,3,684978.7,405068.3
Down and Out,yuanli133,2,618401.6,353347.2,ERANGEL,2U4GBNA0YmkOas-hKxixwA5D8NxIM21zO_NUvVnM2ZTtkwfqo-wLB7L7C7CwDEwI,1557,OdecadentO,8,640563.6,356191.4
M16A4,INFAMOUS49ER,15,418571.6,324608.8,ERANGEL,2U4GBNA0YmmZH35CJ83_rdbNotVuAWENHIn1dRFPELVbWg6LAMKqp6jYa4wLdU8u,314,PiggiesGoMoo,36,419948.7,324863.2
Pickup Truck,LittleSamster,19,473308.1,312595.2,MIRAMAR,2U4GBNA0YmkqWrtUVA-Njowp63OZZqeCUakjsuWNTouDb8EhoDCmEEc8Xh1fg_jZ,725,XIONGge65,24,484884,314918.3
SCAR-L,machaoniubi,4,197083.1,275575.8,ERANGEL,2U4GBNA0YmmRf446UF4KG8H4V6qo_x_TzDDrXIqUQuoWvESaloRX3lvHaVcIHhHO,276,YangHaoYi,26,197868.8,275168.7
AKM,YNYNC,3,543241.6,403707.2,ERANGEL,2U4GBNA0YmlKD_cacl_OC38RNRYQIe8dqx1m7h_auensYzZ1TnrsluqLNsmgQgiX,1848,RedPleiadian,4,543570,404067.3
Punch,257257,18,141242.2,511994.5,ERANGEL,2U4GBNA0YmkDN6rzrsdwJWVoEBvWQKv7G6e9HOpoV4jcVFbzqKJ91fBBpe6EL5uW,122,vqvqvq63742242,92,0,0
Down and Out,MENGmeng99,5,381838.6,409515.1,ERANGEL,2U4GBNA0YmlNpjSCgeq80NPBf1zWqAlsERjEChz0vf14NHObvKH6r8SmScEuruu2,788,SonixPROD,12,400210.9,428265.3
Mini 14,Doddle41,5,538491.2,578046.7,ERANGEL,2U4GBNA0Ymmr0AncI1n_DfU-A6zZ8zI2GhWP9eF4adgClDVjDeTKZfNuP9N0wPDp,1189,Cuddlebun,16,535847.6,560541.4
M16A4,Yomaps,40,371334.7,428949.3,MIRAMAR,2U4GBNA0Ymm4EJ3JzxxyquiVrAfhTJfz8TBtvQfwjNh1xl41zGtj7_G9nCRN9gxu,258,manchao66,38,371137.3,428545.2
Down and Out,E5ason,7,236929.1,247554.1,ERANGEL,2U4GBNA0Yml7wqMZITLVLXs6RZSr2hIS6BueZaud33X69SfmRKn9BxqCj30HZWLZ,976,nobodyxxx3,14,222717.7,241601.6
Down and Out,Faker666tt,13,276710.8,359332.4,ERANGEL,2U4GBNA0YmnFRCXz79fCxa20Cuo3fQQavVYmwNcouvwY20szPeKXu2g1aY59P-mF,920,tlbelw,16,276564.2,358826.1
Down and Out,cheng99881,7,157165.8,470757.5,MIRAMAR,2U4GBNA0YmlhWATvGH46BIKGihJqDovJKEJMklamczpiGPxg3ldSmgmle5PfpOQS,1443,Enchanting-blame,6,165511.7,464075.8
AKM,DaBoogiemanSJ,20,162990.1,598251.9,ERANGEL,2U4GBNA0YmmLhB5Qy9pp0l7AUspiVn6FIxgIZdAHB0MajLkhEUVDL_dKqkb8_A_l,361,DuoYuTVxaioma,18,158949.7,596963.1
Down and Out,Okrine,11,706011.8,337495.1,ERANGEL,2U4GBNA0YmkKqAf4D6XnvAeQyty5oWh1AORk4xS0spXac2p4rSIWgtJlwWcFMtf_,202,Zhou-Da-Wang,24,703990.3,338302.3
P1911,GoldenEagle25,27,399600.7,285184.8,ERANGEL,2U4GBNA0YmkGuFE-NhzbQr-hP7upOMVIffAxTkzPoNWX5JaZhh1eJMSLanv96_uE,163,chrisgaj2,26,399494.9,285120.3
SCAR-L,Ben_Dover125,26,449691.8,622174.1,ERANGEL,2U4GBNA0YmkyHiBJWJDpLMDTrvqrHGiZ5TMNaNa8lj_saXNOhSrIXTvVupAW4-5G,98,R-Dizzle,33,449912.3,621936.9
Punch,sdaasdasd5,8,263525.4,213250,MIRAMAR,2U4GBNA0YmmaYPLTXXHli-hS0iCaib7Qi_rQEL4Ge546uIraBo-8470WlPmg994X,215,gg20160807,21,263463,213300.1
Down and Out,huiyi0081,2,538214.8,306972.7,ERANGEL,2U4GBNA0YmnFvXBaDOXONEYdKFvmdQQ6wcLfgpKVe4H_8z5wRN3CqC8IrpauZN0W,1134,KsLxd,13,551965.5,284044.9
M416,Kaybrother,1,200752.5,276208.8,ERANGEL,2U4GBNA0YmlQYZRsH1_ZJ7G5Dzeoy3KuMu5gyQK3xuQzItNFCn1tfaHJwB_9VRhW,336,TGBK,23,202984.9,277435.2
M16A4,BUNTAR__,3,384189.3,583188.7,ERANGEL,2U4GBNA0YmmZj0myTrPr67MulPTIiDvVWNQIjtVH5QsZPXwrW-n8Qvz0nu7tnRGT,918,GTHEIGUI,5,379973.9,591979.8
M16A4,Berwin_,19,293811.6,452597.8,MIRAMAR,2U4GBNA0Ymm5wHX5Nw9tgBO9KXykAZTquztNYkMnHlnH-hiZgr4TNButS-8zRGxE,131,soulPentaQ,25,293733.1,452419.2
Down and Out,Nitro_Nuke,15,436488.6,327449.7,ERANGEL,2U4GBNA0YmkS8pDl3EIxU3pP_PFYgki-GSO6eDfVQcvr1CDbPJs95hv8t496yKzz,862,ericdaman,24,436116.5,327094.8
M416,FZ-477381846-G,1,215426.5,495784.9,ERANGEL,2U4GBNA0YmlXiMPXbRlFlecwluJEuFlKGP7LW2ttigXfcdSeQVjICzkmBl7Bdf-F,1310,STOSER,19,214038.3,498197.7
Vector,iiiiimp,4,569543.8,135438.6,ERANGEL,2U4GBNA0YmnrwHh9mfzeRBJEDZm1d-DtU4M92XSS2Pi8ddHk-4JR5aeMfC_hDRjj,184,Mello_7z,21,569716.7,133434.1
Hit by Car,Echozzzz,14,511536.8,307774.9,ERANGEL,2U4GBNA0YmmFKmIM9-gk7RqnegKxYXFT3uIhuPffwiit5Xp40PLRMOxJQp10j2r7,650,Sssssh222,50,511586.8,307419.4
SCAR-L,ZHI19950710,1,430177.9,628999.3,ERANGEL,2U4GBNA0YmkU38jGrAPc2yxYVynA6DG6D5wr_A-t25JIIwqrnON43y4ATAMxazdM,393,raidiky,18,430647.2,627398.8
UMP9,shenmejianghu,24,361091.5,407386.5,ERANGEL,2U4GBNA0Ymkc9ZnbPz8nZt7j4LSA6fouMo-Rw1y-YQOTE38Y6FoAMhW22OvMb_n5,179,BoooomShKa,78,361341.3,407571.3
Down and Out,Bry-aan,9,638703.5,489245.6,ERANGEL,2U4GBNA0Ymn6JRHmahxXdBCK1SXU9Xt53Ohbh_UJmhhEWXEK0SM4K3LmNX70G430,1429,CrappyY,10,636969.2,486485.3
SCAR-L,MartinLing,77,446899.9,629836.8,ERANGEL,2U4GBNA0YmkYPS7JGrW9-UYeLm_Acj6Mwgqt3xZH9zg4j0bzIBwGqrfukH7aw0DG,100,diyicccj,86,446778.5,629833.4
UMP9,qq414185973,2,337590.6,226534.7,ERANGEL,2U4GBNA0YmkbKwLWYGemJPQYeARM_C2rtS_Plph5AISq7iO4TH0zMnP5814dkM3l,1272,PENTIKALL,9,334220.2,220811.6
SCAR-L,Babysitter-A,3,615556.6,246507.7,ERANGEL,2U4GBNA0YmkXCwi3qAYNwevbynVv-giCkRhYwYzSeOSKkSLJWmJj0jdWOIAe7EEE,1681,FL-huyi,7,612544.7,252176
Micro UZI,fizzmoha,8,623135.6,371750.2,ERANGEL,2U4GBNA0Ymkg7OdIxDZlZ-YQmlhJmP48r-LvuQ6i3EWEEnwGNzjO8y-v2clwoZL3,420,Big_zhuang,22,622890.3,371808.8
SCAR-L,Firunien,16,451731.1,629956,ERANGEL,2U4GBNA0YmnemgZ9-UPX76eDFCIgq4lhTKFU5pCGB1WY4q1AmjBKCmufj7_qvCHn,210,AG107,22,452081.7,628381.8
UMP9,Infergnome,31,356589.5,399577,ERANGEL,2U4GBNA0YmlNzuTfbCBmLYT7I6czEo2xzsmbhOf94EuQzn1VN1imorCLEniSgvqE,642,NOSKILLKILL,50,357973.6,401509.3
SCAR-L,Notesenve,23,162864,275649.2,ERANGEL,2U4GBNA0Ymm9LcFVDtPs9Rgjo3OvLtE8olQQJXExQLlCIDVWovUpn606K_n6q46b,242,aiaiai987,24,162033.6,277965
Down and Out,jjbsnd,25,451558.3,621031.2,ERANGEL,2U4GBNA0YmmMyKeXsee2ZFlB_ildb8ixTmjsNq8njcB9rQrN9DxwWqNwegahgfUl,94,Oxycod0ne,26,449686.8,621043.1
SKS,Hm_love,30,401567.5,295864,ERANGEL,2U4GBNA0Ymmd8-Za60BuPPlX6QN5mwOuLGgdnvovHVbSOkxaRqcJEr4uhWVTv3NZ,510,kjewioytksw,32,400221.8,296140.8
Down and Out,93415,20,418957.2,290759.6,ERANGEL,2U4GBNA0YmlNZ4iwl8KnvxgwPMhRJr3i3HIxA_O7JJuPGnaeKBrrm2OwwoO11T15,479,REDWOLF_Ez,21,420329.2,291088.3
Micro UZI,Huford88,38,369483.2,508822.3,ERANGEL,2U4GBNA0YmkEo-2SfzBkK8oARegIdu7kdnucv3lBwI1BBzd1henD1pd6I11k98H0,353,Outsider1119,40,369566.2,508500.8
Bluezone,NA,NA,NA,NA,MIRAMAR,2U4GBNA0Ymm-S5w_MHA5sHlgND7g0D9KMFvp6P5aBHugKeVUjhP8y2tme1mw3xGB,1155,occcccccc,23,0,0
Down and Out,Junge_536,4,391851,271404.9,ERANGEL,2U4GBNA0YmkERl9O9wIJ7vqCaMoUdJ2z1lCrVLQCWY8RzTjAAcY8KCavbs1i-4Fc,1251,Lovecd3,15,393025.8,268339.5
Tommy Gun,Nandubs20,12,676056.7,40462.21,MIRAMAR,2U4GBNA0YmkyUfWoM4z25vV5I89HSud9eeK1eu0f_AJu1SzpesFOgqwT-m7y4d6w,288,BornKing,22,675043.8,38554.91
Down and Out,TyDyeGaming,40,376267.9,434909.4,MIRAMAR,2U4GBNA0YmlQGb64l7IFhDDYMaHtuAg6-A-p80vjwJiSyh4zzx05fkkvdU8iMOPS,112,SteveVaivai,NA,376336.9,434331.9
AKM,skidybipakpak,20,378288.3,135390.9,ERANGEL,2U4GBNA0YmlxuSq7Za0jgCihDIQBDH3Q5wxOPPm1OycTNSLOdT0Okj3RToK7dpbj,394,SocialWang1937,9,0,0
SCAR-L,1Hanzo,7,359514.1,526329.7,MIRAMAR,2U4GBNA0Ymk4tgBQ35vJ4F_IFJx5gwPBQ2H8mrbSsLj0ktF_9jWS4tBCwAtUUK4P,1335,CHENG-787,8,361236.3,527602.8
M416,KirkSherbert,4,468308.4,472047.7,ERANGEL,2U4GBNA0YmlPvBfpeT9jxA5OE0k_hsIcJ0bwaXVhOCq0c_NL9la6JCzf20B_FRUH,1272,ShardsOfNarsil,26,468512.8,473147.6
M16A4,landlodgot,26,728168,438761.8,ERANGEL,2U4GBNA0Ymk8K8ymxRH_VG7PRZMWVS2cPYLUrR-z2o0Tcti0BwrK_u9jbdLrmAC-,396,buleOsky,34,724248.7,437337.5
M16A4,MarilynChambers,1,534096.2,308511.6,ERANGEL,2U4GBNA0YmmrTA8Uatc5GQG3psdodfmjxMfzE81e2K_qztT0ubMUz7w0cwQWZDjo,1119,Xenevix,8,535085.5,310351.4
